,time,application,angry,disgust,fear,happy,sad,surprise
323,2022_07_23_16_01_10,Terminal,0.17,0.0,0.17,0.0,0.67,0.0
324,2022_07_23_16_01_11,Terminal,0.14,0.0,0.28,0.0,0.43,0.14
325,2022_07_23_16_01_11,Terminal,0.22,0.0,0.22,0.11,0.33,0.11
326,2022_07_23_16_01_11,Terminal,0.2,0.0,0.2,0.07,0.4,0.13
327,2022_07_23_16_01_12,Terminal,0.21,0.0,0.28,0.0,0.36,0.14
328,2022_07_23_16_01_12,Terminal,0.25,0.0,0.25,0.0,0.25,0.25
329,2022_07_23_16_01_12,Terminal,0.21,0.0,0.17,0.04,0.54,0.04
330,2022_07_23_16_01_13,Terminal,0.3,0.0,0.16,0.0,0.49,0.05
331,2022_07_23_16_01_13,Code,0.18,0.0,0.31,0.0,0.26,0.26
332,2022_07_23_16_01_14,Code,0.06,0.0,0.28,0.0,0.61,0.06
333,2022_07_23_16_01_14,Code,0.16,0.0,0.22,0.0,0.55,0.07
334,2022_07_23_16_01_14,Code,0.14,0.0,0.14,0.0,0.69,0.03
335,2022_07_23_16_01_15,Code,0.16,0.0,0.16,0.03,0.57,0.06
336,2022_07_23_16_01_15,Code,0.27,0.0,0.14,0.05,0.41,0.14
337,2022_07_23_16_01_15,Code,0.33,0.02,0.16,0.09,0.3,0.09
338,2022_07_23_16_01_16,Code,0.25,0.0,0.12,0.0,0.5,0.12
339,2022_07_23_16_01_16,Code,0.25,0.0,0.12,0.04,0.54,0.04
340,2022_07_23_16_01_16,Code,0.07,0.0,0.07,0.0,0.85,0.01
341,2022_07_23_16_01_17,Code,0.22,0.0,0.12,0.0,0.62,0.03
342,2022_07_23_16_01_17,Code,0.17,0.0,0.11,0.0,0.72,0.0
343,2022_07_23_16_01_17,Code,0.12,0.0,0.12,0.0,0.75,0.0
344,2022_07_23_16_01_18,Code,0.11,0.0,0.06,0.0,0.83,0.0
345,2022_07_23_16_01_18,Code,0.13,0.0,0.07,0.03,0.77,0.0
346,2022_07_23_16_01_18,Code,0.14,0.0,0.14,0.05,0.68,0.0
347,2022_07_23_16_01_19,Code,0.28,0.0,0.1,0.05,0.56,0.0
348,2022_07_23_16_01_19,Code,0.19,0.0,0.16,0.06,0.59,0.0
349,2022_07_23_16_01_19,Code,0.15,0.0,0.15,0.06,0.61,0.03
350,2022_07_23_16_01_20,Code,0.14,0.0,0.22,0.04,0.54,0.06
351,2022_07_23_16_01_20,Code,0.13,0.0,0.46,0.01,0.35,0.05
352,2022_07_23_16_01_20,Code,0.15,0.0,0.24,0.0,0.52,0.08
353,2022_07_23_16_01_20,Code,0.05,0.0,0.07,0.02,0.85,0.01
354,2022_07_23_16_01_21,Code,0.1,0.0,0.13,0.01,0.73,0.03
355,2022_07_23_16_01_21,Code,0.19,0.01,0.03,0.0,0.76,0.01
356,2022_07_23_16_01_22,Code,0.22,0.0,0.04,0.0,0.72,0.01
357,2022_07_23_16_01_22,Code,0.14,0.0,0.04,0.0,0.81,0.01
358,2022_07_23_16_01_22,Code,0.04,0.0,0.24,0.02,0.46,0.24
359,2022_07_23_16_01_23,Code,0.05,0.0,0.22,0.02,0.61,0.1
360,2022_07_23_16_01_23,Code,0.05,0.0,0.28,0.01,0.55,0.1
361,2022_07_23_16_01_23,Code,0.03,0.0,0.26,0.0,0.69,0.02
362,2022_07_23_16_01_24,Code,0.1,0.0,0.05,0.0,0.84,0.01
363,2022_07_23_16_01_24,Code,0.08,0.0,0.06,0.0,0.86,0.0
364,2022_07_23_16_01_24,Code,0.12,0.0,0.04,0.0,0.82,0.01
365,2022_07_23_16_01_25,Code,0.03,0.0,0.56,0.0,0.3,0.1
366,2022_07_23_16_01_25,Code,0.07,0.0,0.27,0.0,0.56,0.09
367,2022_07_23_16_01_25,Code,0.1,0.0,0.1,0.02,0.75,0.02
368,2022_07_23_16_01_26,Code,0.1,0.0,0.4,0.0,0.4,0.1
369,2022_07_23_16_01_26,Code,0.35,0.0,0.16,0.0,0.45,0.03
370,2022_07_23_16_01_26,Code,0.39,0.0,0.22,0.0,0.39,0.0
371,2022_07_23_16_01_27,Code,0.26,0.0,0.17,0.0,0.52,0.04
372,2022_07_23_16_01_27,Code,0.07,0.0,0.28,0.0,0.48,0.18
373,2022_07_23_16_01_28,Code,0.04,0.0,0.25,0.0,0.53,0.18
374,2022_07_23_16_01_28,Code,0.05,0.0,0.28,0.0,0.51,0.15
375,2022_07_23_16_01_28,Code,0.06,0.0,0.37,0.0,0.43,0.14
376,2022_07_23_16_01_28,Code,0.05,0.0,0.25,0.02,0.62,0.06
377,2022_07_23_16_01_29,Code,0.36,0.0,0.16,0.0,0.46,0.01
378,2022_07_23_16_01_29,Code,0.04,0.0,0.21,0.01,0.71,0.04
379,2022_07_23_16_01_29,Code,0.26,0.0,0.09,0.0,0.64,0.01
380,2022_07_23_16_01_30,Code,0.06,0.0,0.28,0.03,0.46,0.17
381,2022_07_23_16_01_30,Code,0.27,0.01,0.07,0.0,0.64,0.0
382,2022_07_23_16_01_30,Code,0.31,0.0,0.08,0.03,0.56,0.03
383,2022_07_23_16_01_31,Code,0.08,0.0,0.23,0.0,0.62,0.08
384,2022_07_23_16_01_31,Code,0.12,0.0,0.12,0.0,0.69,0.06
385,2022_07_23_16_01_31,Code,0.25,0.0,0.25,0.0,0.5,0.0
386,2022_07_23_16_01_32,Code,0.24,0.0,0.08,0.05,0.63,0.0
387,2022_07_23_16_01_32,Code,0.19,0.0,0.26,0.02,0.49,0.04
388,2022_07_23_16_01_32,Code,0.11,0.0,0.26,0.0,0.47,0.16
389,2022_07_23_16_01_33,Code,0.08,0.0,0.31,0.0,0.54,0.08
390,2022_07_23_16_01_33,Code,0.0,0.0,0.5,0.0,0.5,0.0
391,2022_07_23_16_01_34,Code,0.14,0.0,0.21,0.0,0.6,0.05
392,2022_07_23_16_01_34,Code,0.36,0.0,0.11,0.01,0.34,0.18
393,2022_07_23_16_01_34,Code,0.21,0.0,0.14,0.0,0.64,0.01
394,2022_07_23_16_01_35,Code,0.07,0.0,0.2,0.0,0.66,0.07
395,2022_07_23_16_01_35,Code,0.04,0.0,0.21,0.01,0.67,0.08
396,2022_07_23_16_01_35,Code,0.03,0.0,0.08,0.0,0.86,0.03
397,2022_07_23_16_01_36,Code,0.07,0.0,0.17,0.01,0.7,0.04
398,2022_07_23_16_01_36,Code,0.09,0.0,0.25,0.01,0.56,0.09
399,2022_07_23_16_01_36,Code,0.11,0.0,0.17,0.0,0.68,0.04
400,2022_07_23_16_01_37,Code,0.16,0.0,0.27,0.01,0.43,0.12
401,2022_07_23_16_01_37,Code,0.08,0.0,0.24,0.0,0.65,0.04
402,2022_07_23_16_01_37,Code,0.05,0.0,0.7,0.0,0.1,0.15
403,2022_07_23_16_01_37,Code,0.11,0.0,0.39,0.0,0.44,0.06
404,2022_07_23_16_01_38,Code,0.15,0.0,0.2,0.02,0.37,0.25
405,2022_07_23_16_01_38,Code,0.25,0.0,0.25,0.04,0.28,0.18
406,2022_07_23_16_01_38,Code,0.23,0.0,0.25,0.01,0.25,0.25
407,2022_07_23_16_01_39,Code,0.54,0.0,0.07,0.02,0.02,0.35
408,2022_07_23_16_01_39,Code,0.39,0.0,0.06,0.08,0.37,0.1
409,2022_07_23_16_01_39,Code,0.31,0.0,0.08,0.04,0.46,0.1
410,2022_07_23_16_01_40,Code,0.13,0.0,0.03,0.67,0.17,0.0
411,2022_07_23_16_01_40,Code,0.1,0.01,0.28,0.04,0.48,0.1
412,2022_07_23_16_01_41,Code,0.01,0.0,0.01,0.96,0.02,0.0
413,2022_07_23_16_01_41,Code,0.23,0.04,0.16,0.01,0.49,0.07
414,2022_07_23_16_01_42,Code,0.12,0.0,0.12,0.0,0.76,0.0
415,2022_07_23_16_01_42,Code,0.11,0.0,0.11,0.0,0.78,0.0
416,2022_07_23_16_01_43,Electron,0.08,0.0,0.15,0.0,0.77,0.0
417,2022_07_23_16_01_43,Electron,0.05,0.0,0.25,0.0,0.7,0.0
418,2022_07_23_16_01_43,Electron,0.12,0.0,0.12,0.0,0.75,0.0
419,2022_07_23_16_01_44,Electron,0.13,0.0,0.3,0.0,0.56,0.0
420,2022_07_23_16_01_44,Electron,0.11,0.0,0.22,0.0,0.67,0.0
421,2022_07_23_16_01_44,Electron,0.07,0.0,0.21,0.0,0.64,0.07
422,2022_07_23_16_01_45,Electron,0.14,0.0,0.14,0.0,0.71,0.0
423,2022_07_23_16_01_45,Electron,0.06,0.0,0.28,0.0,0.66,0.0
424,2022_07_23_16_01_45,Electron,0.07,0.0,0.3,0.0,0.43,0.21
425,2022_07_23_16_01_45,Electron,0.18,0.01,0.41,0.04,0.18,0.19
426,2022_07_23_16_01_47,Electron,0.19,0.0,0.07,0.18,0.56,0.0
427,2022_07_23_16_01_47,Electron,0.09,0.0,0.15,0.0,0.32,0.44
428,2022_07_23_16_01_47,Electron,0.19,0.0,0.39,0.03,0.33,0.06
429,2022_07_23_16_01_47,Electron,0.2,0.0,0.32,0.0,0.27,0.22
430,2022_07_23_16_01_48,Electron,0.25,0.0,0.26,0.0,0.3,0.19
431,2022_07_23_16_01_48,Electron,0.15,0.0,0.18,0.01,0.2,0.46
432,2022_07_23_16_01_48,Electron,0.02,0.0,0.15,0.02,0.74,0.08
433,2022_07_23_16_01_49,Electron,0.06,0.0,0.11,0.06,0.72,0.06
434,2022_07_23_16_01_49,Electron,0.07,0.0,0.14,0.0,0.72,0.07
435,2022_07_23_16_01_49,Electron,0.06,0.0,0.09,0.0,0.78,0.06
436,2022_07_23_16_01_50,Electron,0.14,0.0,0.19,0.0,0.51,0.16
437,2022_07_23_16_01_50,Electron,0.13,0.0,0.13,0.0,0.7,0.04
438,2022_07_23_16_01_50,Electron,0.08,0.0,0.2,0.0,0.56,0.16
439,2022_07_23_16_01_51,Electron,0.12,0.0,0.21,0.0,0.46,0.21
440,2022_07_23_16_01_51,Electron,0.08,0.0,0.15,0.0,0.62,0.15
441,2022_07_23_16_01_51,Electron,0.12,0.0,0.17,0.0,0.57,0.12
442,2022_07_23_16_01_51,Electron,0.05,0.0,0.15,0.0,0.6,0.2
443,2022_07_23_16_01_52,Electron,0.0,0.0,0.11,0.0,0.67,0.22
444,2022_07_23_16_01_52,Electron,0.06,0.0,0.17,0.0,0.67,0.11
445,2022_07_23_16_01_52,Electron,0.1,0.0,0.15,0.0,0.55,0.2
446,2022_07_23_16_01_53,Electron,0.06,0.0,0.12,0.0,0.65,0.18
447,2022_07_23_16_01_54,Electron,0.06,0.0,0.11,0.0,0.39,0.44
448,2022_07_23_16_01_54,Electron,0.0,0.0,0.14,0.0,0.71,0.14
449,2022_07_23_16_01_54,Electron,0.08,0.0,0.17,0.0,0.57,0.17
450,2022_07_23_16_01_54,Electron,0.05,0.0,0.11,0.0,0.79,0.05
451,2022_07_23_16_01_55,Electron,0.12,0.0,0.12,0.0,0.62,0.12
452,2022_07_23_16_01_55,Electron,0.0,0.0,0.0,0.0,0.67,0.33
453,2022_07_23_16_01_55,Electron,0.1,0.0,0.2,0.0,0.5,0.2
454,2022_07_23_16_01_56,Electron,0.14,0.0,0.14,0.0,0.56,0.14
455,2022_07_23_16_01_56,Electron,0.14,0.0,0.14,0.0,0.56,0.14
456,2022_07_23_16_01_56,Electron,0.14,0.0,0.14,0.0,0.71,0.0
457,2022_07_23_16_01_57,Electron,0.14,0.0,0.14,0.0,0.56,0.14
458,2022_07_23_16_01_57,Electron,0.14,0.0,0.14,0.0,0.71,0.0
459,2022_07_23_16_01_57,Electron,0.0,0.0,0.33,0.0,0.67,0.0
460,2022_07_23_16_01_57,Electron,0.0,0.0,0.33,0.0,0.67,0.0
461,2022_07_23_16_01_58,Electron,0.0,0.0,0.0,0.0,1.0,0.0
462,2022_07_23_16_01_58,Electron,0.0,0.0,0.0,0.0,0.5,0.5
463,2022_07_23_16_01_58,Electron,0.0,0.0,0.0,0.0,0.5,0.5
464,2022_07_23_16_01_59,Electron,0.0,0.0,0.25,0.0,0.25,0.5
465,2022_07_23_16_01_59,Electron,0.0,0.0,0.0,0.0,0.5,0.5
466,2022_07_23_16_01_59,Electron,0.0,0.0,0.25,0.0,0.5,0.25
467,2022_07_23_16_02_00,Electron,0.0,0.0,0.2,0.0,0.6,0.2
468,2022_07_23_16_02_00,Electron,0.06,0.0,0.12,0.0,0.24,0.59
469,2022_07_23_16_02_00,Electron,0.06,0.0,0.06,0.47,0.12,0.28
470,2022_07_23_16_02_00,Electron,0.02,0.0,0.08,0.55,0.06,0.28
471,2022_07_23_16_02_01,Electron,0.11,0.0,0.07,0.22,0.41,0.19
472,2022_07_23_16_02_01,Electron,0.16,0.02,0.04,0.02,0.71,0.04
473,2022_07_23_16_02_01,Electron,0.0,0.0,0.0,0.0,1.0,0.0
474,2022_07_23_16_02_02,Electron,0.06,0.0,0.19,0.0,0.62,0.12
475,2022_07_23_16_02_02,Electron,0.1,0.0,0.2,0.0,0.7,0.0
476,2022_07_23_16_02_02,Electron,0.03,0.0,0.41,0.0,0.18,0.38
477,2022_07_23_16_02_03,Electron,0.04,0.0,0.5,0.0,0.32,0.14
478,2022_07_23_16_02_03,Electron,0.08,0.0,0.33,0.0,0.5,0.08
479,2022_07_23_16_02_03,Electron,0.11,0.0,0.22,0.0,0.67,0.0
480,2022_07_23_16_02_03,Electron,0.1,0.0,0.4,0.0,0.5,0.0
481,2022_07_23_16_02_04,Electron,0.08,0.0,0.08,0.49,0.35,0.0
482,2022_07_23_16_02_04,Electron,0.09,0.0,0.55,0.0,0.27,0.09
483,2022_07_23_16_02_04,Electron,0.16,0.0,0.21,0.0,0.42,0.21
484,2022_07_23_16_02_05,Electron,0.12,0.0,0.25,0.0,0.51,0.12
485,2022_07_23_16_02_06,Code,0.19,0.0,0.16,0.0,0.54,0.11
486,2022_07_23_16_02_06,Code,0.04,0.0,0.13,0.0,0.22,0.61
487,2022_07_23_16_02_06,Code,0.12,0.0,0.2,0.0,0.63,0.05
488,2022_07_23_16_02_06,Code,0.13,0.0,0.13,0.0,0.65,0.09
489,2022_07_23_16_02_07,Terminal,0.16,0.0,0.23,0.02,0.45,0.14
490,2022_07_23_16_02_07,Terminal,0.21,0.0,0.21,0.0,0.43,0.14
491,2022_07_23_16_02_07,Terminal,0.18,0.0,0.25,0.0,0.43,0.14
492,2022_07_23_16_02_08,Terminal,0.11,0.0,0.24,0.03,0.53,0.11
493,2022_07_23_16_02_08,Terminal,0.21,0.0,0.26,0.0,0.51,0.02
494,2022_07_23_16_02_08,Terminal,0.16,0.0,0.21,0.0,0.52,0.11
495,2022_07_23_16_02_09,Terminal,0.2,0.0,0.18,0.01,0.5,0.11
496,2022_07_23_16_02_09,Terminal,0.22,0.01,0.23,0.0,0.45,0.09
497,2022_07_23_16_02_09,Terminal,0.2,0.0,0.35,0.03,0.31,0.11
498,2022_07_23_16_02_09,Terminal,0.2,0.01,0.25,0.01,0.41,0.11
499,2022_07_23_16_02_10,Terminal,0.31,0.01,0.21,0.01,0.44,0.03
500,2022_07_23_16_02_10,Terminal,0.09,0.0,0.22,0.0,0.64,0.05
501,2022_07_23_16_02_10,Terminal,0.16,0.0,0.21,0.01,0.51,0.11
502,2022_07_23_16_02_11,Terminal,0.14,0.0,0.25,0.02,0.47,0.12
503,2022_07_23_16_02_11,Terminal,0.17,0.0,0.25,0.02,0.48,0.09
504,2022_07_23_16_02_11,Terminal,0.12,0.0,0.23,0.0,0.56,0.1
505,2022_07_23_16_02_12,Electron,0.08,0.0,0.31,0.02,0.44,0.15
506,2022_07_23_16_02_12,Electron,0.06,0.0,0.19,0.02,0.66,0.06
507,2022_07_23_16_02_12,Electron,0.04,0.0,0.27,0.02,0.51,0.16
508,2022_07_23_16_02_13,Electron,0.1,0.0,0.14,0.02,0.67,0.08
509,2022_07_23_16_02_13,Electron,0.23,0.0,0.27,0.0,0.23,0.27
510,2022_07_23_16_02_13,Electron,0.13,0.0,0.13,0.0,0.4,0.33
511,2022_07_23_16_02_14,Electron,0.14,0.0,0.1,0.0,0.62,0.14
512,2022_07_23_16_02_14,Electron,0.21,0.0,0.07,0.0,0.5,0.21
513,2022_07_23_16_02_14,Electron,0.11,0.0,0.11,0.0,0.56,0.22
514,2022_07_23_16_02_15,Electron,0.25,0.0,0.12,0.0,0.5,0.12
515,2022_07_23_16_02_15,Electron,0.03,0.0,0.32,0.0,0.56,0.09
516,2022_07_23_16_02_15,Electron,0.1,0.0,0.44,0.04,0.19,0.23
517,2022_07_23_16_02_16,Electron,0.05,0.0,0.35,0.05,0.25,0.3
518,2022_07_23_16_02_16,Electron,0.15,0.0,0.27,0.0,0.52,0.05
519,2022_07_23_16_02_16,Electron,0.11,0.0,0.14,0.04,0.64,0.07
520,2022_07_23_16_02_17,Electron,0.21,0.0,0.14,0.04,0.39,0.21
521,2022_07_23_16_02_17,Electron,0.08,0.0,0.08,0.0,0.42,0.42
522,2022_07_23_16_02_17,Electron,0.11,0.0,0.11,0.0,0.22,0.56
523,2022_07_23_16_02_18,Electron,0.21,0.0,0.18,0.0,0.43,0.18
524,2022_07_23_16_02_18,Electron,0.07,0.0,0.15,0.0,0.76,0.02
525,2022_07_23_16_02_18,Electron,0.16,0.0,0.24,0.04,0.48,0.08
526,2022_07_23_16_02_19,Electron,0.14,0.0,0.27,0.0,0.41,0.18
527,2022_07_23_16_02_19,Electron,0.1,0.0,0.28,0.0,0.23,0.38
528,2022_07_23_16_02_19,Electron,0.07,0.0,0.2,0.0,0.33,0.4
529,2022_07_23_16_02_20,Electron,0.17,0.0,0.33,0.0,0.17,0.33
530,2022_07_23_16_02_20,Electron,0.07,0.0,0.25,0.0,0.61,0.07
531,2022_07_23_16_02_20,Electron,0.08,0.0,0.17,0.0,0.67,0.08
532,2022_07_23_16_02_21,Electron,0.28,0.0,0.14,0.0,0.56,0.0
533,2022_07_23_16_02_21,Electron,0.13,0.0,0.2,0.0,0.6,0.07
534,2022_07_23_16_02_21,Electron,0.17,0.0,0.25,0.0,0.5,0.08
535,2022_07_23_16_02_22,Electron,0.15,0.0,0.15,0.0,0.62,0.08
536,2022_07_23_16_02_22,Electron,0.2,0.0,0.14,0.0,0.63,0.04
537,2022_07_23_16_02_23,Electron,0.47,0.0,0.21,0.0,0.21,0.11
538,2022_07_23_16_02_23,Electron,0.32,0.0,0.05,0.0,0.55,0.09
539,2022_07_23_16_02_23,Electron,0.24,0.0,0.05,0.0,0.66,0.05
540,2022_07_23_16_02_24,Electron,0.21,0.0,0.14,0.0,0.5,0.14
541,2022_07_23_16_02_24,Electron,0.33,0.0,0.07,0.0,0.55,0.05
542,2022_07_23_16_02_24,Electron,0.46,0.0,0.12,0.0,0.33,0.08
543,2022_07_23_16_02_25,Electron,0.28,0.0,0.12,0.0,0.56,0.04
544,2022_07_23_16_02_25,Electron,0.39,0.0,0.1,0.0,0.46,0.05
545,2022_07_23_16_02_25,Electron,0.22,0.0,0.11,0.0,0.59,0.07
546,2022_07_23_16_02_26,Electron,0.06,0.0,0.15,0.0,0.79,0.0
547,2022_07_23_16_02_26,Electron,0.08,0.0,0.08,0.0,0.82,0.02
548,2022_07_23_16_02_27,Electron,0.06,0.0,0.03,0.0,0.63,0.28
549,2022_07_23_16_02_27,Electron,0.27,0.0,0.09,0.0,0.5,0.14
550,2022_07_23_16_02_27,Electron,0.05,0.0,0.33,0.0,0.41,0.21
551,2022_07_23_16_02_27,Electron,0.06,0.0,0.31,0.0,0.5,0.12
552,2022_07_23_16_02_28,Electron,0.07,0.0,0.51,0.02,0.14,0.26
553,2022_07_23_16_02_28,Electron,0.07,0.0,0.56,0.0,0.28,0.07
554,2022_07_23_16_02_28,Electron,0.14,0.0,0.24,0.0,0.62,0.0
555,2022_07_23_16_02_29,Electron,0.07,0.0,0.17,0.0,0.76,0.0
556,2022_07_23_16_02_29,Electron,0.08,0.0,0.22,0.0,0.67,0.03
557,2022_07_23_16_02_29,Electron,0.11,0.0,0.17,0.0,0.62,0.09
558,2022_07_23_16_02_30,Electron,0.05,0.0,0.14,0.0,0.76,0.05
559,2022_07_23_16_02_30,Electron,0.06,0.0,0.12,0.0,0.76,0.06
560,2022_07_23_16_02_30,Electron,0.0,0.0,0.0,0.0,1.0,0.0
561,2022_07_23_16_02_31,Electron,0.09,0.0,0.05,0.0,0.82,0.04
562,2022_07_23_16_02_31,Electron,0.07,0.0,0.03,0.02,0.88,0.0
563,2022_07_23_16_02_31,Electron,0.17,0.0,0.17,0.0,0.67,0.0
564,2022_07_23_16_02_32,Electron,0.19,0.0,0.14,0.05,0.59,0.02
565,2022_07_23_16_02_32,Electron,0.2,0.0,0.2,0.0,0.6,0.0
566,2022_07_23_16_02_32,Electron,0.14,0.0,0.36,0.0,0.43,0.07
567,2022_07_23_16_02_33,Electron,0.1,0.0,0.28,0.0,0.59,0.03
568,2022_07_23_16_02_33,Electron,0.09,0.0,0.39,0.0,0.48,0.03
569,2022_07_23_16_02_33,Electron,0.12,0.0,0.37,0.0,0.44,0.06
570,2022_07_23_16_02_34,Electron,0.13,0.0,0.2,0.0,0.6,0.07
571,2022_07_23_16_02_34,Electron,0.08,0.0,0.15,0.0,0.74,0.03
572,2022_07_23_16_02_34,Electron,0.22,0.0,0.06,0.21,0.5,0.01
573,2022_07_23_16_02_35,Electron,0.1,0.0,0.05,0.0,0.86,0.0
574,2022_07_23_16_02_35,Electron,0.05,0.0,0.05,0.05,0.86,0.0
575,2022_07_23_16_02_35,Electron,0.06,0.0,0.03,0.0,0.91,0.0
576,2022_07_23_16_02_35,Electron,0.04,0.0,0.04,0.0,0.91,0.0
577,2022_07_23_16_02_36,Electron,0.03,0.0,0.03,0.0,0.93,0.0
578,2022_07_23_16_02_36,Electron,0.12,0.0,0.0,0.06,0.81,0.0
579,2022_07_23_16_02_37,Electron,0.35,0.02,0.02,0.0,0.62,0.0
580,2022_07_23_16_02_37,Electron,0.23,0.0,0.09,0.01,0.65,0.01
581,2022_07_23_16_02_37,Electron,0.25,0.0,0.45,0.0,0.27,0.02
582,2022_07_23_16_02_38,Electron,0.21,0.01,0.28,0.0,0.47,0.01
583,2022_07_23_16_02_38,Electron,0.41,0.0,0.17,0.0,0.41,0.02
584,2022_07_23_16_02_38,Electron,0.21,0.01,0.11,0.26,0.34,0.07
585,2022_07_23_16_02_39,Electron,0.14,0.0,0.1,0.43,0.28,0.05
586,2022_07_23_16_02_39,Electron,0.16,0.0,0.08,0.05,0.7,0.0
587,2022_07_23_16_02_39,Electron,0.25,0.0,0.12,0.12,0.38,0.12
588,2022_07_23_16_02_40,Electron,0.05,0.0,0.24,0.33,0.24,0.14
589,2022_07_23_16_02_41,Electron,0.03,0.0,0.33,0.03,0.06,0.55
590,2022_07_23_16_02_41,Electron,0.01,0.0,0.49,0.13,0.04,0.32
591,2022_07_23_16_02_41,Electron,0.17,0.0,0.17,0.0,0.57,0.08
592,2022_07_23_16_02_42,Electron,0.08,0.0,0.08,0.38,0.31,0.15
593,2022_07_23_16_02_42,Electron,0.14,0.0,0.34,0.26,0.03,0.22
594,2022_07_23_16_02_42,Electron,0.05,0.0,0.07,0.02,0.86,0.0
595,2022_07_23_16_02_42,Electron,0.0,0.0,0.25,0.0,0.75,0.0
596,2022_07_23_16_02_43,Electron,0.0,0.0,0.11,0.11,0.67,0.11
597,2022_07_23_16_02_43,Electron,0.12,0.0,0.12,0.12,0.65,0.0
598,2022_07_23_16_02_44,Electron,0.1,0.0,0.1,0.1,0.7,0.0
599,2022_07_23_16_02_44,Electron,0.12,0.0,0.24,0.18,0.41,0.06
600,2022_07_23_16_02_44,Electron,0.12,0.0,0.24,0.12,0.47,0.06
601,2022_07_23_16_02_45,Electron,0.18,0.0,0.12,0.24,0.15,0.32
602,2022_07_23_16_02_45,Electron,0.25,0.0,0.18,0.11,0.41,0.05
603,2022_07_23_16_02_45,Electron,0.11,0.0,0.11,0.11,0.56,0.11
604,2022_07_23_16_02_45,Electron,0.25,0.0,0.0,0.25,0.38,0.12
605,2022_07_23_16_02_46,Electron,0.14,0.0,0.14,0.36,0.28,0.07
606,2022_07_23_16_02_46,Electron,0.08,0.0,0.17,0.33,0.25,0.17
607,2022_07_23_16_02_46,Electron,0.0,0.0,0.0,0.0,1.0,0.0
608,2022_07_23_16_02_47,Electron,0.0,0.0,0.2,0.0,0.8,0.0
609,2022_07_23_16_02_47,Electron,0.07,0.0,0.25,0.07,0.54,0.07
610,2022_07_23_16_02_47,Electron,0.18,0.0,0.18,0.0,0.64,0.0
611,2022_07_23_16_02_48,Electron,0.11,0.0,0.11,0.0,0.78,0.0
612,2022_07_23_16_02_48,Electron,0.09,0.0,0.17,0.04,0.7,0.0
613,2022_07_23_16_02_48,Terminal,0.0,0.0,0.5,0.0,0.5,0.0
614,2022_07_23_16_02_48,Terminal,0.06,0.0,0.73,0.08,0.08,0.04
615,2022_07_23_16_02_49,Terminal,0.21,0.0,0.28,0.0,0.43,0.07
616,2022_07_23_16_02_49,Terminal,0.12,0.0,0.24,0.0,0.59,0.05
617,2022_07_23_16_02_50,Terminal,0.08,0.0,0.23,0.0,0.53,0.17
618,2022_07_23_16_02_50,Terminal,0.06,0.0,0.15,0.0,0.76,0.03
619,2022_07_23_16_02_50,Terminal,0.07,0.0,0.38,0.01,0.51,0.02
620,2022_07_23_16_02_51,Terminal,0.09,0.0,0.28,0.04,0.57,0.01
621,2022_07_23_16_02_51,Terminal,0.11,0.0,0.35,0.03,0.51,0.01
622,2022_07_23_16_02_52,Terminal,0.13,0.0,0.27,0.02,0.56,0.01
623,2022_07_23_16_02_52,Terminal,0.05,0.0,0.23,0.06,0.65,0.01
624,2022_07_23_16_02_52,Terminal,0.12,0.0,0.22,0.05,0.6,0.01
625,2022_07_23_16_02_53,Code,0.13,0.0,0.24,0.04,0.59,0.0
626,2022_07_23_16_02_53,Code,0.14,0.0,0.28,0.07,0.48,0.01
627,2022_07_23_16_02_54,Code,0.1,0.0,0.21,0.03,0.65,0.01
628,2022_07_23_16_02_54,Code,0.07,0.0,0.26,0.03,0.63,0.01
629,2022_07_23_16_02_54,Code,0.12,0.0,0.28,0.04,0.53,0.03
630,2022_07_23_16_02_55,Code,0.05,0.0,0.25,0.03,0.65,0.01
631,2022_07_23_16_02_55,Code,0.08,0.0,0.31,0.04,0.56,0.01
632,2022_07_23_16_02_55,Code,0.06,0.0,0.26,0.02,0.65,0.01
633,2022_07_23_16_02_56,Code,0.1,0.0,0.3,0.05,0.35,0.2
634,2022_07_23_16_02_56,Code,0.13,0.0,0.27,0.06,0.53,0.01
635,2022_07_23_16_02_57,Code,0.09,0.0,0.26,0.04,0.22,0.39
636,2022_07_23_16_02_57,Code,0.05,0.0,0.25,0.04,0.64,0.01
637,2022_07_23_16_02_57,Code,0.1,0.0,0.2,0.0,0.4,0.3
638,2022_07_23_16_02_58,Code,0.17,0.0,0.25,0.0,0.5,0.08
639,2022_07_23_16_02_58,Code,0.0,0.0,0.0,0.0,0.67,0.33
640,2022_07_23_16_02_58,Code,0.12,0.0,0.19,0.03,0.65,0.01
641,2022_07_23_16_02_59,Code,0.07,0.0,0.26,0.03,0.63,0.01
642,2022_07_23_16_02_59,Code,0.17,0.0,0.22,0.12,0.47,0.02
643,2022_07_23_16_02_59,Code,0.16,0.0,0.16,0.06,0.45,0.16
644,2022_07_23_16_03_00,Code,0.06,0.0,0.19,0.01,0.73,0.01
645,2022_07_23_16_03_00,Code,0.2,0.0,0.18,0.02,0.55,0.05
646,2022_07_23_16_03_00,Terminal,0.18,0.0,0.18,0.0,0.55,0.09
647,2022_07_23_16_03_01,Terminal,0.19,0.0,0.19,0.0,0.52,0.1
648,2022_07_23_16_03_01,Terminal,0.15,0.0,0.09,0.0,0.72,0.04
